GCF_001910105.1_ASM191010v1_genomic	SGB13-MERGED-SGB172
GCF_003995845.1_ASM399584v1_genomic	SGB6
GCF_003492275.1_ASM349227v1_genomic	SGB6
GCF_007896775.1_ASM789677v1_genomic	SGB101
MG_4003901259_bin_1	SGB142
GCF_003470495.1_ASM347049v1_genomic	SGB157
MG_4003901259_bin_6	SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84
GCF_002312245.1_ASM231224v1_genomic	SGB13-MERGED-SGB172
SAMEA3918777	SGB16
GCF_000541655.1_Stap_aure_WAMC6030_V1_genomic	SGB24
GCA_000273725.1_Bact_cacc_CL03T12C61_V1_genomic	SGB126
GCF_900076325.1_12045_5_6_genomic	SGB62
SAMN03197490	SGB26-MERGED-SGB655
SAMN03197491	SGB26-MERGED-SGB655
GCF_002987315.1_ASM298731v1_genomic	SGB5
GCF_001554935.1_ASM155493v1_genomic	SGB13-MERGED-SGB172
GCF_900408015.1_PTHi-3511_genomic	SGB5
SAMEA51822418	SGB71
GCF_002193825.1_ASM219382v1_genomic	SGB13-MERGED-SGB172
GCF_000315465.1_Acti_mass_ACS-171-V-COL2_V1_genomic	SGB457
SAMN00993660	SGB15
GCF_002278265.1_ASM227826v1_genomic	SGB133
C0042D1	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
GCF_002901365.1_ASM290136v1_genomic	SGB62
SAMN02469575	SGB201
GCF_000558165.1_Stap_aure_M0613_V1_genomic	SGB24
GCF_900076305.1_12045_5_7_genomic	SGB62
GCF_000555245.1_Stap_aure_M0369_V1_genomic	SGB24
GCF_002987015.1_ASM298701v1_genomic	SGB5
E6_1456_1083_3_BDMRSCQ18_S104-bin_1-SPLIT	SGB339
SAMN00001908	SGB132
GCF_000529575.1_Stap_aure_M0524_V1_genomic	SGB24
GCF_000361565.1_Stap_aure_M0571_V1_genomic	SGB24
GCF_000606125.1_Stap_aure_F16533_V1_genomic	SGB24
GCF_000587315.1_Stap_aure_M67938_V1_genomic	SGB24
GCF_003494885.1_ASM349488v1_genomic	SGB6
SAMN00001902	SGB76
GCF_002845685.1_ASM284568v1_genomic	SGB6
SAMN00001907	SGB458
SAMN00001905	SGB14
SAMEA2272062	SGB90
SAMN09734781	SGB97
SAMN09734782	SGB87
SAMN09734785	SGB87
SAMN09734784	SGB547-MERGED-SGB66
SAMN09734786	SGB163
SAMEA1031512	SGB15
GCA_003204055.1_ASM320405v1_genomic	SGB150
SAMN08556197	SGB16
GCA_002333325.1_ASM233332v1_genomic	SGB167
GCF_002017995.1_ASM201799v1_genomic	SGB28
GCF_002750655.1_ASM275065v1_genomic	SGB9
SAMN08093360	SGB163
CM_B09_S834-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_000328045.2_ASM32804v2_genomic	SGB6
SAMEA1031515	SGB15
GCF_000751195.1_Serratia_assembly_genomic	SGB18
GCF_900076315.1_12045_5_5_genomic	SGB62
GCF_000362045.1_Stap_aure_M0823_V1_genomic	SGB24
SRR6748186_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
SAMN04338419	SGB10
GCF_001765715.1_ASM176571v1_genomic	SGB13-MERGED-SGB172
GCF_000540535.1_Stap_aure_PLAC6004_V1_genomic	SGB24
SAMN04338411	SGB10
GCF_003494825.1_ASM349482v1_genomic	SGB6
GCF_000794625.1_AZPAE14693_genomic	SGB13-MERGED-SGB172
SAMN02265468	SGB3
SAMN02265469	SGB3
GCF_000629105.1_Pseu_aeru_BWH031_V1_genomic	SGB13-MERGED-SGB172
SAMN02442021	SGB71
SAMN02442020	SGB87
GCF_003600565.1_ASM360056v1_genomic	SGB6
GCF_001075675.1_ASM107567v1_genomic	SGB42
GCF_000154525.1_ASM15452v1_genomic	SGB27
GCF_000544205.1_Stap_aure_M0826_V1_genomic	SGB24
GCF_001471435.1_ASM147143v2_genomic	SGB13-MERGED-SGB172
SAMN10869098	SGB10
SAMN10869099	SGB10
SAMN10869094	SGB10
SAMN10869095	SGB10
SAMN10869096	SGB10
SAMN10869097	SGB10
SAMN10869090	SGB10
SAMN10869091	SGB10
SAMN10869092	SGB74
SAMN10869093	SGB10
GCF_000738535.1_ASM73853v1_genomic	SGB18
GCF_001703855.1_ASM170385v1_genomic	SGB56
GCF_000242535.1_ASM24253v2_genomic	SGB24
GCA_000375645.1_ASM37564v1_genomic	SGB459
SAMN06445345	SGB76
SAMN06445344	SGB15
GCF_001072035.1_ASM107203v1_genomic	SGB42
SAMN03196988	SGB26-MERGED-SGB655
SAMEA72823168	SGB3
GCA_004167735.1_ASM416773v1_genomic	SGB181
SAMN03196982	SGB26-MERGED-SGB655
GCF_000547605.1_Stap_aure_M0747_V1_genomic	SGB24
SAMN03196987	SGB26-MERGED-SGB655
SAMN03196986	SGB26-MERGED-SGB655
SAMN03196985	SGB26-MERGED-SGB655
SAMN03196984	SGB26-MERGED-SGB655
SAMN00116878	SGB26-MERGED-SGB655
SAMN00116879	SGB26-MERGED-SGB655
GCF_003466465.1_ASM346646v1_genomic	SGB22
SAMN09736542	SGB87
SAMN00116873	SGB4
SRR6747953_bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
SRR6747953_bin_2	SGB213-MERGED-SGB29-MERGED-SGB85
MG_4004001329_bin_23	SGB460
MG_4004001329_bin_20	SGB132
GCF_004802305.1_ASM480230v1_genomic	SGB5
SAMEA18408418	SGB10
SAMEA1690327	SGB6
GCF_001703935.1_ASM170393v1_genomic	SGB56
GCF_000604485.1_Stap_aure_W53395_V1_genomic	SGB24
GCF_003175035.1_ASM317503v1_genomic	SGB56
GCF_003495385.1_ASM349538v1_genomic	SGB6
SAMEA2272807	SGB52
GCF_000587475.1_Stap_aure_H65883_V1_genomic	SGB24
GCF_002266385.1_ASM226638v1_genomic	SGB133
GCF_000535775.1_Stap_aure_M1561_V1_genomic	SGB24
0756_546_1_1_BHK1_S872-bin_1	SGB110-MERGED-SGB577
GCF_003490745.1_ASM349074v1_genomic	SGB6
GCF_003496945.1_ASM349694v1_genomic	SGB5
GCF_900048025.1_14355_6_79_genomic	SGB6
SAMN10742484	SGB32
GCF_001053535.1_ASM105353v1_genomic	SGB373
GCF_000561025.1_Stap_aure_M16220_V1_genomic	SGB24
SAMEA1690322	SGB6
SAMN05150382	SGB138
GCF_001373875.1_246_Rw30_contigs_500_genomic	SGB13-MERGED-SGB172
GCF_000544985.1_Stap_aure_M0894_V1_genomic	SGB24
GCF_003469115.1_ASM346911v1_genomic	SGB1
GCF_900076365.1_12045_5_12_genomic	SGB461
JKR_P2_49_A07_S817_001-bin_1	SGB263
GCF_000361225.1_Stap_aure_M0460_V1_genomic	SGB24
GCF_003799825.1_ASM379982v1_genomic	SGB6
E3_1733_1310_1_BDMRSCQ16_S154-bin_1-SPLIT	SGB110-MERGED-SGB577
GCF_001374415.1_209_15_321Gb_contigs_500_genomic	SGB13-MERGED-SGB172
GCF_900459545.1	SGB46
GCF_001374975.1_259_Rw151_contigs_500_genomic	SGB13-MERGED-SGB172
GCF_000647935.2_ASM64793v3_genomic	SGB13-MERGED-SGB172
0809_588_1_1_MRSIHK3_S781-bin_2	SGB185
GCF_000596085.1_Stap_aure_DAR5847_V1_genomic	SGB24
SAMN04530852	SGB3
SAMN04530853	SGB3
SAMN04530850	SGB3
SAMN04530851	SGB3
SAMN04530856	SGB3
SAMN04530857	SGB3
SAMN04530854	SGB3
GCF_000293285.1_ASM29328v1_genomic	SGB6
SAMN04530858	SGB3
SAMN04530859	SGB3
GCF_900204035.1_22752_genomic	SGB6
GCF_000532335.1_Stap_aure_M1052_V1_genomic	SGB24
GCF_000387085.2_ASM38708v2_genomic	SGB6
GCF_000574645.1_Stap_aure_M1227_V1_genomic	SGB24
GCF_001181645.1_E9_London_17_VIM_2_04_13_genomic	SGB13-MERGED-SGB172
SAMEA3649042	SGB16
SAMEA23863918	SGB74
GCA_001030825	SGB43
SAMN08193732	SGB106
SAMN08193733	SGB47
SAMN08193735	SGB190
MG_177947_bin_13	SGB80
GCA_000301735.1_ASM30173v1_genomic	SGB167
GCF_003841845.1_INS-Nm1143_genomic	SGB6
SAMD00047595	SGB547-MERGED-SGB66
SAMD00047596	SGB71
SAMD00047597	SGB71
SAMD00047598	SGB71
GCF_900075575.1_11983_6_18_genomic	SGB62
GCF_900201035.1_B288_genomic	SGB6
GCF_002985465.1_ASM298546v1_genomic	SGB5
SAMD00047602	SGB71
GCF_900204385.1_22826_genomic	SGB6
GCF_003666905.1_ASM366690v1_genomic	SGB18
GCF_000561425.1_Stap_aure_M24390_V1_genomic	SGB24
GCF_000543165.1_Stap_aure_UCIM6147_V1_genomic	SGB24
SAMN07981942	SGB10
SAMN00808919	SGB112
SAMN00808918	SGB10
SAMN00808917	SGB10
SAMN00808916	SGB10
SAMN00808915	SGB10
SAMN00808914	SGB10
SAMN00808913	SGB112
SAMN00808912	SGB10
GCF_001373655.1_235_Rw146_contigs_500_genomic	SGB13-MERGED-SGB172
SAMN00808910	SGB10
GCF_000556565.1_Stap_aure_M0482_V1_genomic	SGB24
SAMN02900673	SGB97
GCA_002885165.1_ASM288516v1_genomic	SGB51
SAMN00117455	SGB26-MERGED-SGB655
SAMN00117454	SGB26-MERGED-SGB655
SAMN00117450	SGB26-MERGED-SGB655
SAMN00117453	SGB26-MERGED-SGB655
GCF_003437495.1_ASM343749v1_genomic	SGB101
C0101A1	SGB418
GCF_001536365.1_12082_3_76_genomic	SGB18
GCF_000429205.1_ASM42920v1_genomic	SGB462
GCA_001999385.1_ASM199938v1_genomic	SGB218
GCF_001067015.1_ASM106701v1_genomic	SGB18
GCF_002253875.1_ASM225387v1_genomic	SGB56
GCF_001909655.1_ASM190965v1_genomic	SGB13-MERGED-SGB172
GCF_900075765.1_11983_6_42_genomic	SGB62
JKR_P2_29_E04_S797_001-bin_2	SGB136
GCF_900029855.1_14555_5_41_genomic	SGB6
JKR_P2_29_E04_S797_001-bin_1	SGB271-MERGED-SGB361
GCF_003842285.1_INS-Nm1108_genomic	SGB6
GCF_000796145.1_AZPAE14404_genomic	SGB13-MERGED-SGB172
SAMEA1027094	SGB16
GCF_002845805.1_ASM284580v1_genomic	SGB6
GCF_900037275.1_14324_4_47_genomic	SGB6
GCF_900215765.1_J156a-v1_genomic	SGB9
SRR6748132_bin_2	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
SRR6748132_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
SAMN02436580	SGB113
GCF_000607125.1_Stap_aure_W89577_V1_genomic	SGB24
SAMN02567335	SGB16
SAMN04600018	SGB3
SAMN04600019	SGB3
GCF_000327545.2_ASM32754v2_genomic	SGB6
SAMN04600014	SGB3
SAMN04600015	SGB3
SAMN04600016	SGB3
SAMN04600017	SGB3
SAMN04600010	SGB3
SAMN04600011	SGB3
SAMN04600012	SGB3
SAMN04600013	SGB3
SAMN00001486	SGB107
GCF_001028745.1_RN21_genomic	SGB13-MERGED-SGB172
GCF_001451945.1_WH-SGI-V-07618_genomic	SGB197
SAMN00001483	SGB128
GCF_000529995.1_Stap_aure_M0379_V1_genomic	SGB24
0795_578_1_1_LKV2_S434-bin_1	SGB49
MG_185275_bin_24	SGB359
MG_185275_bin_22	SGB15
MG_185275_bin_23	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_000796295.1_AZPAE14442_genomic	SGB13-MERGED-SGB172
MG_185275_bin_28	SGB144
GCF_900407635.1_PTHi-13033_genomic	SGB5
GCF_003494425.1_ASM349442v1_genomic	SGB6
0809_588_1_1_MRSI6_S845-bin_1	SGB463
GCF_006149185.1_ASM614918v1_genomic	SGB101
GCF_003203155.1_ASM320315v1_genomic	SGB5
GCF_001538645.1_12082_3_15_genomic	SGB18
GCF_900200125.1_B103_genomic	SGB6
GCF_000794845.1_AZPAE14725_genomic	SGB13-MERGED-SGB172
GCF_900077355.1_12045_4_62_genomic	SGB62
GCF_000557885.1_Stap_aure_M0592_V1_genomic	SGB24
GCF_001067395.1_ASM106739v1_genomic	SGB13-MERGED-SGB172
GCF_009648575.1_ASM964857v1_genomic	SGB308
GCF_000547785.1_Stap_aure_M0762_V1_genomic	SGB24
GCF_000191225.1_ASM19122v2_genomic	SGB6
E7_1841_1391_1_CBA2_S98-bin_1-SPLIT	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
GCF_002990865.1_ASM299086v1_genomic	SGB5
GCF_000530665.1_Stap_aure_M0299_V1_genomic	SGB24
GCF_002330505.1_ASM233050v1_genomic	SGB13-MERGED-SGB172
SAMN08628413	SGB10
SAMN03197216	SGB26-MERGED-SGB655
GCF_003496435.1_ASM349643v1_genomic	SGB6
SAMN08628411	SGB10
GCF_000563595.1_Stap_aure_H70821_V1_genomic	SGB24
GCF_002985125.1_ASM298512v1_genomic	SGB5
GCF_902501435.1_MC2_genomic	SGB434
GCF_002810285.1_ASM281028v1_genomic	SGB18
GCF_001066645.1_ASM106664v1_genomic	SGB13-MERGED-SGB172
GCF_000556765.1_Stap_aure_M0505_V1_genomic	SGB24
SAMN08723037	SGB3
SAMEA3919098	SGB16
SAMEA3919099	SGB16
SAMEA3919094	SGB16
SAMEA3919095	SGB16
0861_630_1_1_MRSI1_rep2_S857-bin_3	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
SAMEA3919097	SGB16
SAMEA3919090	SGB16
SAMEA3919091	SGB16
SAMEA3919092	SGB16
SAMEA3919093	SGB16
GCF_001155085.1_6714_2_11_genomic	SGB6
GCF_000577305.1_Stap_aure_F53393_V1_genomic	SGB24
GCF_000535215.1_Stap_aure_M0906_V1_genomic	SGB24
SAMN05006656	SGB10
GCF_003958175.1_ASM395817v1_genomic	SGB18
GCF_900407375.1_PTHi-10999_genomic	SGB5
GCF_000564685.1_Stap_aure_W64953_V1_genomic	SGB24
SAMN02333862	SGB10
SAMN02333863	SGB10
SAMN08580105	SGB464
SAMN02333864	SGB10
C0088D4	SGB58
GCF_002136365.1_ASM213636v1_genomic	SGB13-MERGED-SGB172
GCF_900475505.1_42925_G01_genomic	SGB47
GCF_000577475.1_Stap_aure_H25869_V1_genomic	SGB24
GCF_000607585.1_Stap_aure_DAR3578_V1_genomic	SGB24
GCF_001452745.1_WH-SGI-V-07707_genomic	SGB13-MERGED-SGB172
GCF_000536135.1_Stap_aure_M1488_V1_genomic	SGB24
GCF_000604465.1_Stap_aure_W13012_022013_V1_genomic	SGB24
GCF_001034955.1_ASM103495v1_genomic	SGB13-MERGED-SGB172
SAMN02729154	SGB10
GCF_000263035.1_VRSA11b_2_genomic	SGB24
GCF_000336335.1_S.aureus_120_genomic	SGB24
GCF_900036235.1_14324_4_89_genomic	SGB6
GCF_000148565.1_ASM14856v1_genomic	SGB42
GCF_001067065.1_ASM106706v1_genomic	SGB13-MERGED-SGB172
GCF_000533235.1_Stap_aure_M0039_V1_genomic	SGB24
GCF_000791025.1_AZPAE14897_genomic	SGB13-MERGED-SGB172
GCF_003995975.1_ASM399597v1_genomic	SGB6
GCF_000563115.1_Stap_aure_F63154_V1_genomic	SGB24
SAMN07955964	SGB95
GCF_000532935.1_Stap_aure_M1287_V1_genomic	SGB24
SAMN07955960	SGB95
SAMN07955963	SGB95
SAMN05410715	SGB3
SAMN05410714	SGB3
SAMN05410717	SGB3
SAMN05410716	SGB3
SAMN05410711	SGB3
SAMN05410710	SGB3
SAMN05410713	SGB3
GCF_002000985.1	SGB46
GCF_000154845.1_ASM15484v1_genomic	SGB453
GCF_000203195.1_ASM20319v1_genomic	SGB46
GCF_001703795.1_ASM170379v1_genomic	SGB6
GCF_001536345.1_12082_2_67_genomic	SGB18
GCF_000545305.1_Stap_aure_M0917_V1_genomic	SGB24
F4_1630_1235_1_CBA5_S251-bin_1-SPLIT	SGB58
GCF_900036695.1_14355_4_6_genomic	SGB6
0421_295_1_1_MRS3_S803-bin_2	SGB213-MERGED-SGB29-MERGED-SGB85
DZD_CM_06_S774-bin_1	SGB156
GCF_003474535.1_ASM347453v1_genomic	SGB187
SAMN05452976	SGB3
GCF_000988505.1_ASM98850v1_genomic	SGB13-MERGED-SGB172
SRS022545_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_900027965.1_14555_5_31_genomic	SGB6
GCF_001053035.1_ASM105303v1_genomic	SGB420
C0008D1	SGB547-MERGED-SGB66
C0008D2	SGB547-MERGED-SGB66
C0008D3	SGB547-MERGED-SGB66
C0008D4	SGB547-MERGED-SGB66
C0008D5	SGB547-MERGED-SGB66
GCF_001697865.1_ASM169786v1_genomic	SGB6
GCF_000538595.1_Stap_aure_WMCS6019_V1_genomic	SGB24
GCF_000558145.1_Stap_aure_M0612_V1_genomic	SGB24
0861_630_1_1_BHK4_S784-bin_1	SGB465-MERGED-SGB701
GCF_000560065.1_Stap_aure_T62328_V1_genomic	SGB24
GCF_000540435.1_Stap_aure_SJUD6028_V1_genomic	SGB24
GCF_000149015.1_ASM14901v1_genomic	SGB24
GCF_003414995.1_ASM341499v1_genomic	SGB5
SAMEA767949	SGB90
SAMN02990217	SGB3
F1_1457_1080_3_MRS3_S229-bin_2-SPLIT	SGB254-MERGED-SGB255
GCF_001086645.1_ASM108664v1_genomic	SGB13-MERGED-SGB172
SAMEA1711609	SGB16
SAMEA1677393	SGB6
SAMEA1677394	SGB6
SAMN06173319	SGB216
SAMN06173316	SGB123
SAMEA1677399	SGB6
GCF_001993635.1_ASM199363v1_genomic	SGB31
GCA_001460975	SGB43
GCF_001900195.1_ASM190019v1_genomic	SGB13-MERGED-SGB172
GCF_000602665.1_Stap_aure_W42196_V1_genomic	SGB24
GCF_000816165.1_ASM81616v1_genomic	SGB6
GCF_001074035.1_ASM107403v1_genomic	SGB47
SAMEA2780149	SGB15
SAMEA2780148	SGB15
SAMEA2780147	SGB15
SAMEA2780146	SGB15
GCF_900078115.1_11983_7_48_genomic	SGB62
GCF_900204455.1_22911_genomic	SGB6
SAMEA2780143	SGB15
SAMEA2780142	SGB15
GCF_000574485.1_Stap_aure_M1237_V1_genomic	SGB24
GCF_003724435.1_INS-Nm1168_genomic	SGB6
SAMN03197866	SGB26-MERGED-SGB655
SAMN03197864	SGB125
GCF_002278305.1_ASM227830v1_genomic	SGB40
C0164B3	SGB19-MERGED-SGB450-MERGED-SGB685
SAMN02369401	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
SAMEA4885012	SGB10
SAMN02369404	SGB14
GCF_003351465.1_ASM335146v1_genomic	SGB5
GCF_000189455.2_ASM18945v3_genomic	SGB24
SAMN00808911	SGB10
GCF_000596005.1_Stap_aure_DAR5841_V1_genomic	SGB24
GCF_003414505.1_ASM341450v1_genomic	SGB5
GCF_001450985.1_WH-SGI-V-07386_genomic	SGB13-MERGED-SGB172
GCF_000546405.1_Stap_aure_M1014_V1_genomic	SGB24
GCF_001469435.2_ASM146943v3_genomic	SGB13-MERGED-SGB172
SRR6748173_bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
C0136B5	SGB466
SAMN04590078	SGB90
GCF_000409675.1_lla_2.6_genomic	SGB53
SAMN10790879	SGB32
SAMN10790878	SGB32
GCF_000607745.1_Stap_aure_DAR3592_V1_genomic	SGB24
SAMN10790877	SGB32
GCF_000280745.1_S.aureus_GR1_1.0_genomic	SGB24
SAMN03197288	SGB26-MERGED-SGB655
GCF_000360085.1_Stap_aure_M0066_V1_genomic	SGB24
SAMN03197281	SGB26-MERGED-SGB655
SAMN03197280	SGB26-MERGED-SGB655
SAMN00809226	SGB112
SAMN03097403	SGB547-MERGED-SGB66
SAMN00809224	SGB112
SAMN03097401	SGB547-MERGED-SGB66
SAMN00809222	SGB112
SAMN00809223	SGB112
SAMN00809220	SGB112
SAMN00809221	SGB112
SAMN00809228	SGB112
SAMN00809229	SGB112
GCF_008011865.1_ASM801186v1_genomic	SGB18
CM_B02_S778-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
SAMN09736323	SGB128
SAMEA1035088	SGB77
SAMEA1035089	SGB77
GCF_902388125.1_UHGG_MGYG-HGUT-02540_genomic	SGB409
SAMN09736329	SGB17
SAMEA1035085	SGB77
SAMEA1035086	SGB77
SAMEA1035087	SGB77
SAMEA1035080	SGB77
SAMEA1035081	SGB77
SAMEA1035082	SGB77
SAMEA1035083	SGB77
SAMN02603263	SGB118
SAMN03197130	SGB251
GCF_000571255.1_Stap_aure_H68244_V1_genomic	SGB24
SAMN02873948	SGB3
E4_1683_1263_1_BDMRSCQ11_S106-bin_2-SPLIT	SGB127-MERGED-SGB78
GCF_000800315.1_ASM80031v1_genomic	SGB6
GCF_000215775.4_PA13_miseq_genomic	SGB13-MERGED-SGB172
GCF_003935245.1_ASM393524v1_genomic	SGB18
GCF_000570675.1_Stap_aure_T34036_V1_genomic	SGB24
SAMN00761826	SGB467
GCF_900105025.1_IMG-taxon_2636416177_annotated_assembly_genomic	SGB468
SAMEA3893554	SGB10
SAMEA3893555	SGB10
SAMEA3893556	SGB10
SAMEA3893557	SGB10
SAMEA3893550	SGB10
SAMEA3893551	SGB10
SAMEA3893552	SGB10
SAMEA3893553	SGB10
SAMEA3893558	SGB10
SAMD00111296	SGB3
GCF_002159935.1_ASM215993v1_genomic	SGB469
GCF_001472955.1_SMART_901.v1_genomic	SGB133
SAMEA2272637	SGB90
SRS103938_bin_2	SGB213-MERGED-SGB29-MERGED-SGB85
SRS103938_bin_5	SGB213-MERGED-SGB29-MERGED-SGB85
SRS103938_bin_6	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_000578175.1_Stap_aure_H32135_V1_genomic	SGB24
GCF_000536615.1_Stap_aure_WMCA6123_V1_genomic	SGB24
GCF_000606985.1_Stap_aure_W41757_V1_genomic	SGB24
GCF_003415415.1_ASM341541v1_genomic	SGB5
GCF_000258205.1_RaeriaF0474v1.0_genomic	SGB186
Jacques_Reference_BVAB1_tig3672_ann_editted	SGB194-MERGED-SGB472
GCF_000575725.1_Stap_aure_M1132_V1_genomic	SGB24
SAMN09734240	SGB87
SAMN10527292	SGB107
SAMN09734243	SGB22
SAMN09734245	SGB23
GCF_003494125.1_ASM349412v1_genomic	SGB6
SAMN09734247	SGB89
GCA_002161325.1_ASM216132v1_genomic	SGB51
SAMN09104651	SGB343
GCF_900452615.1_49888_E01_genomic	SGB28
GCF_003458275.1_ASM345827v1_genomic	SGB27
SAMN08149828	SGB10
MG_4008801269_bin_9	SGB200
GCF_003316895.1_ASM331689v1_genomic	SGB56
GCA_002885075.1_ASM288507v1_genomic	SGB61
GCF_000546745.1_Stap_aure_M1048_V1_genomic	SGB24
JKR_12_29_17_E05_S709-bin_1	SGB26-MERGED-SGB655
SAMN04233132	SGB6
GCF_900076415.1_12045_5_15_genomic	SGB62
GCA_001006025.1_ASM100602v1_genomic	SGB150
GCF_001993725.1_ASM199372v1_genomic	SGB31
SAMN03372545	SGB3
GCF_009024975.1_ASM902497v1_genomic	SGB27
GCF_003995275.1_ASM399527v1_genomic	SGB6
GCF_000528175.1_Stap_aure_M0668_V1_genomic	SGB24
GCF_000401435.1_ASM40143v1_genomic	SGB24
SAMN02689320	SGB3
SRS012934_bin_2	SGB19-MERGED-SGB450-MERGED-SGB685
SAMN09736665	SGB87
GCF_002326115.1_ASM232611v1_genomic	SGB13-MERGED-SGB172
SAMN09736667	SGB23
SAMN09736661	SGB89
BM9_bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_003414395.1_ASM341439v1_genomic	SGB5
SAMN03197807	SGB10
GCF_000016805.1_ASM1680v1_genomic	SGB24
GCF_900478735.1_33763_D01_genomic	SGB5
GCF_000578395.1_Stap_aure_M35955_V1_genomic	SGB24
SAMN04498974	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_001180765.1_P18_London_17_VIM_2_04_10_genomic	SGB13-MERGED-SGB172
SAMN04498975	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_000546305.1_Stap_aure_M1006_V1_genomic	SGB24
SAMN04338347	SGB3
SAMN02741548	SGB3
SAMN02741549	SGB3
SAMN02741544	SGB3
SAMN02741545	SGB3
SAMN02741546	SGB3
SAMN02741547	SGB3
GCF_000506185.1_JD322.contigs_genomic	SGB13-MERGED-SGB172
SAMN02741541	SGB3
SAMN02741542	SGB3
SAMN02741543	SGB3
0795_578_1_1_CBA7_S898-bin_1	SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84
GCF_002083015.1_ASM208301v1_genomic	SGB31
AF13_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_001058575.1_ASM105857v1_genomic	SGB373
GCF_000542515.1_Stap_aure_GGMC6026_V1_genomic	SGB24
BI2_bin_1	SGB127-MERGED-SGB78
SAMN07660999	SGB118
GCA_000493335.1_LhCIRMBIA103V1_genomic	SGB150
GCF_001991195.1_ASM199119v1_genomic	SGB31
GCF_000009465.1_ASM946v1_genomic	SGB6
BD1_bin_7	SGB127-MERGED-SGB78
BD1_bin_6	SGB194-MERGED-SGB472
BD1_bin_1	SGB80
GCF_001451075.1_WH-SGI-V-07391_genomic	SGB13-MERGED-SGB172
GCF_000174515.1_ASM17451v1_genomic	SGB24
GCF_000559625.1_Stap_aure_T56203_V1_genomic	SGB24
SAMN02595312	SGB10
SAMN08457432	SGB87
GCF_003666885.1_ASM366688v1_genomic	SGB18
GCF_004349685.1_ASM434968v1_genomic	SGB56
SAMN02438378	SGB156
SAMN02438379	SGB14
GCF_000468935.2_ASM46893v1_genomic	SGB13-MERGED-SGB172
GCF_900200745.1_B240_genomic	SGB6
CM_G08_S831-bin_2	SGB213-MERGED-SGB29-MERGED-SGB85
SAMEA3726428	SGB10
BB10_bin_2	SGB127-MERGED-SGB78
BB10_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_001406015.1_14207_7_71_genomic	SGB101
GCF_003986865.1_ASM398686v1_genomic	SGB133
GCF_000363405.1_Stap_aure_M1367_V1_genomic	SGB24
MG_189662_bin_3	SGB196
SAMN00809146	SGB10
SAMN00809145	SGB10
SAMN00809143	SGB10
SAMN00809142	SGB10
SAMN00809141	SGB10
SAMN00809140	SGB112
SAMEA1711768	SGB16
SAMEA1711769	SGB16
GCF_000563815.1_Stap_aure_M59498_V1_genomic	SGB24
SAMEA1711763	SGB16
GCF_001554995.1_ASM155499v1_genomic	SGB13-MERGED-SGB172
SAMEA1711766	SGB16
SAMEA1711767	SGB16
GCF_008571465.1_ASM857146v1_genomic	SGB2
SAMEA1711765	SGB16
SAMN06040422	SGB25
SAMN04044610	SGB3
GCF_001083885.1_6714_1_14_genomic	SGB6
GCF_000528435.1_Stap_aure_M0684_V1_genomic	SGB24
GCF_900077505.1_12045_5_64_genomic	SGB62
GCF_000533175.1_Stap_aure_M1499_V1_genomic	SGB24
GCF_001182945.1_P44_Wales_1_VIM_2_11_12_genomic	SGB13-MERGED-SGB172
SAMN02649402	SGB16
MG_175260_bin_10	SGB270
MG_175260_bin_17	SGB298
GCF_003600385.1_ASM360038v1_genomic	SGB6
GCF_900637225.1_50279_H01_genomic	SGB474
GCF_900032615.1_14555_6_4_genomic	SGB6
GCF_002307415.1_ASM230741v1_genomic	SGB6
SAMN02471433	SGB15
GCF_002160255.1_ASM216025v1_genomic	SGB475
GCF_009025185.1_ASM902518v1_genomic	SGB27
GCF_003253005.1_ASM325300v1_genomic	SGB256
GCF_000552685.1_Stap_aure_M0142_V1_genomic	SGB24
GCF_000177995.1_ASM17799v1_genomic	SGB24
GCF_000547045.1_Stap_aure_M1080_V1_genomic	SGB24
GCA_002104215	SGB43
SAMN00993450	SGB26-MERGED-SGB655
SAMN00993453	SGB15
SAMN00993452	SGB15
