MG_175836_bin_36	2.6143	SGB078	Anaerococcus_lactolyticus	North_America	H	P
FB10_bin_1	2.27838	SGB380	Sneathia_amnii	South_Africa	Af	N
d5_bin_2	1.93714	SGB380	Sneathia_amnii	South_Africa	Af	N
SRS017497_bin_8	1.88675	SGB380	Sneathia_amnii	North_America	NA	N
MG_222476_bin_19	2.11548	SGB380	Sneathia_amnii	North_America	AA	P
A4_bin_4	2.31524	SGB380	Sneathia_amnii	North_America	W	M
AF11_bin_7	2.6143	SGB380	Sneathia_amnii	South_Africa	Af	N
C0166D5	4.71738	SGB152	Fenollaria_timonensis	North_America	AA	P
C0166D1	4.70041	SGB152	Fenollaria_timonensis	North_America	AA	P
C0166D3	4.70041	SGB152	Fenollaria_timonensis	North_America	AA	P
C0014D3	1.71265	SGB136	Varibaculum_cambriense	North_America	W	P
C0170B3	1.27293	SGB136	Varibaculum_cambriense	North_America	AA	P
MG_175836_bin_13	1.44562	SGB136	Varibaculum_cambriense	North_America	H	P
BF12_bin_3	1.83132	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
b9_bin_3	1.68391	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
AP11_bin_6	3.48125	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
FA9_bin_1	2.19913	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
00280291_bin_5	2.84057	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
MG_189598_bin_3	3.05785	SGB430	Gardnerella_vaginalis	North_America	AA	P
AA7_bin_5	2.24204	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
E1_1694_1273_1_CBA2_S141-bin_1-SPLIT	1.61084	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
BG15_bin_1	4.30292	SGB430	Gardnerella_vaginalis	South_Africa	Af	N
Z1_bin_6	2.39829	SGB018	Prevotella_amnii	South_Africa	Af	N
SRS013542_bin_5	2.33762	SGB018	Prevotella_amnii	North_America	NA	N
FB10_bin_2	2.38299	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_185347_bin_1	2.89561	SGB018	Prevotella_amnii	North_America	AA	P
MG_198165_bin_1	2.69907	SGB018	Prevotella_amnii	North_America	AA	P
m4_bin_1	3.5505	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_176887_bin_2	2.77775	SGB018	Prevotella_amnii	North_America	AA	P
A4-2_bin_1	2.33014	SGB018	Prevotella_amnii	North_America	AA	M
MG_222388_bin_12	1.91812	SGB018	Prevotella_amnii	North_America	AA	P
AO8_bin_2	1.90552	SGB018	Prevotella_amnii	South_Africa	Af	N
SRS078686_bin_1	2.50805	SGB018	Prevotella_amnii	North_America	NA	N
C0084E5	1.78909	SGB018	Prevotella_amnii	North_America	AA	P
C0086D6	1.93079	SGB018	Prevotella_amnii	North_America	AA	P
BF12_bin_2	2.41368	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_224458_bin_5	3.01881	SGB018	Prevotella_amnii	North_America	H	P
Y4_bin_6	2.30782	SGB018	Prevotella_amnii	South_Africa	Af	N
C0092C3	1.91181	SGB018	Prevotella_amnii	North_America	AA	P
MG_222476_bin_7	2.44475	SGB018	Prevotella_amnii	North_America	AA	P
AG7_bin_2	3.04804	SGB018	Prevotella_amnii	South_Africa	Af	N
JKR_P2_14_F02_S782_001-bin_1	2.42917	SGB018	Prevotella_amnii	South_Africa	Af	N
Y5_bin_5	2.39829	SGB018	Prevotella_amnii	South_Africa	Af	N
AE8_bin_3	2.49208	SGB018	Prevotella_amnii	South_Africa	Af	N
d10_bin_3	3.30427	SGB018	Prevotella_amnii	South_Africa	Af	N
d10_bin_2	3.35842	SGB018	Prevotella_amnii	South_Africa	Af	N
a5_bin_3	2.37537	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_189662_bin_35	3.09745	SGB018	Prevotella_amnii	North_America	AA	P
d2_bin_2	3.50415	SGB018	Prevotella_amnii	South_Africa	Af	N
C0088E5	1.91812	SGB018	Prevotella_amnii	North_America	AA	P
AB11_bin_2	2.62266	SGB018	Prevotella_amnii	South_Africa	Af	N
BE6_bin_2	3.43598	SGB018	Prevotella_amnii	South_Africa	Af	N
FB1_bin_5	2.33762	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_220502_bin_2	2.41368	SGB018	Prevotella_amnii	North_America	AA	P
o6_bin_2	2.56472	SGB018	Prevotella_amnii	South_Africa	Af	N
MG_4008501299_bin_6	2.38299	SGB018	Prevotella_amnii	North_America	NA	P
MG_220638_bin_6	2.96126	SGB018	Prevotella_amnii	North_America	AA	P
A4_bin_9	2.58115	SGB018	Prevotella_amnii	North_America	W	M
SRS052859_bin_4	2.54028	SGB018	Prevotella_amnii	North_America	NA	N
MG_185275_bin_8	2.01478	SGB018	Prevotella_amnii	North_America	AA	P
j10_bin_1	3.41361	SGB018	Prevotella_amnii	South_Africa	Af	N
C0095A3	1.97565	SGB018	Prevotella_amnii	North_America	AA	P
SRS017497_bin_1	3.00913	SGB018	Prevotella_amnii	North_America	NA	N
BH15_bin_6	3.26168	SGB018	Prevotella_amnii	South_Africa	Af	N
C0091B7	2.06126	SGB018	Prevotella_amnii	North_America	AA	P
0861_630_1_1_CBA6_S824-bin_1	1.61084	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
01541192_bin_7	4.66675	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
SRR6748219_bin_1	3.04804	SGB137	Gardnerella_vaginalis	North_America	H	P
SRR6747967_bin_8	4.78612	SGB137	Gardnerella_vaginalis	North_America	Other	P
SRR6747967_bin_1	2.46831	SGB137	Gardnerella_vaginalis	North_America	Other	P
FC13_bin_1	2.06797	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_174708_bin_2	2.42917	SGB137	Gardnerella_vaginalis	North_America	W	P
SRR6748170_bin_1	1.05261	SGB137	Gardnerella_vaginalis	North_America	H	P
SRS146924_bin_12	2.50805	SGB137	Gardnerella_vaginalis	North_America	NA	N
SRS146924_bin_11	2.51607	SGB137	Gardnerella_vaginalis	North_America	NA	N
C0005F3	1.13974	SGB137	Gardnerella_vaginalis	North_America	W	P
E4_1683_1263_1_BDMRSCQ4_S126-bin_1-SPLIT	1.91181	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
c11_bin_1	1.35508	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0016B1	1.50285	SGB137	Gardnerella_vaginalis	North_America	AA	P
SRS013542_bin_4	2.5484	SGB137	Gardnerella_vaginalis	North_America	NA	N
0886_647_1_BHK_83B_S796-bin_2	2.38299	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
E1_1694_1273_1_BDMRSCQ7_S124-bin_2-SPLIT	3.57395	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
SRR6748167_bin_1	3.01881	SGB137	Gardnerella_vaginalis	North_America	H	P
SRR6748169_bin_1	1.10007	SGB137	Gardnerella_vaginalis	North_America	H	P
n3_bin_1	3.51567	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
b10_bin_3	3.19897	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0092E5	0.808024	SGB137	Gardnerella_vaginalis	North_America	AA	P
C0093A2	1.81917	SGB137	Gardnerella_vaginalis	North_America	AA	P
0756_546_1_1_BHK10_S878-bin_1	3.31502	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
0861_630_1_1_BHK14_S856-bin_1	1.86813	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
b9_bin_2	2.54028	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
m8_bin_4	3.94988	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
m8_bin_5	3.94988	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_194058_bin_1	2.72504	SGB137	Gardnerella_vaginalis	North_America	AA	P
E1_1694_1273_1_BDMRSCQ8_S264-bin_1-SPLIT	2.46043	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
SRS078686_bin_2	5.72108	SGB137	Gardnerella_vaginalis	North_America	NA	N
a8_bin_1	2.95179	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_1062101239_bin_3	2.72504	SGB137	Gardnerella_vaginalis	North_America	NA	P
E4_1683_1263_1_BDMRSCQ3_S182-bin_1-SPLIT	2.35265	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
SRS011111_bin_20	3.0875	SGB137	Gardnerella_vaginalis	North_America	NA	N
E4_1683_1263_1_BDMRSCQ11_S106-bin_2-SPLIT	2.42917	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
BI2_bin_1	1.21679	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
BD1_bin_7	3.39141	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
BB10_bin_2	1.75939	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
A9-2_bin_2	1.42009	SGB137	Gardnerella_vaginalis	North_America	AA	M
BL7_bin_2	1.30638	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_194122_bin_8	3.02852	SGB137	Gardnerella_vaginalis	North_America	AA	P
C0087G7	0.567497	SGB137	Gardnerella_vaginalis	North_America	AA	P
f11_bin_2	3.15792	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
E4_1683_1263_1_BDMRSCQ5_S271-bin_1-SPLIT	2.30043	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_222717_bin_4	2.53218	SGB137	Gardnerella_vaginalis	North_America	AA	P
JKR_P2_40_H05_S808_001-bin_1	1.42518	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
A9_bin_3	3.48125	SGB137	Gardnerella_vaginalis	North_America	W	M
A9_bin_2	3.62143	SGB137	Gardnerella_vaginalis	North_America	W	M
AG4_bin_2	1.51342	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
I4_bin_1	1.18017	SGB137	Gardnerella_vaginalis	North_America	W	M
SMB_02_B01_C08_S827_001-bin_1	3.60949	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0084H9	2.31524	SGB137	Gardnerella_vaginalis	North_America	AA	P
FB4_bin_1	1.64989	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
Gardnerella_vaginalis_ATCC_14018_S811-bin_1	0.18924	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
FB14_bin_1	2.80449	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
E4_1683_1263_1_BDMRSCQ2_S125-bin_1-SPLIT	2.18499	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
BG12_bin_2	3.48125	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0019G3	1.3112	SGB137	Gardnerella_vaginalis	North_America	W	P
C0019G2	1.32087	SGB137	Gardnerella_vaginalis	North_America	W	P
C0019G1	1.3112	SGB137	Gardnerella_vaginalis	North_America	W	P
C0019G5	1.31603	SGB137	Gardnerella_vaginalis	North_America	W	P
C0019G4	1.30638	SGB137	Gardnerella_vaginalis	North_America	W	P
JKR_P1_74_B10_S746_001-bin_1	1.63307	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0003E2	1.14419	SGB137	Gardnerella_vaginalis	North_America	NA	P
C0003E3	1.13974	SGB137	Gardnerella_vaginalis	North_America	NA	P
C0003E4	1.13974	SGB137	Gardnerella_vaginalis	North_America	NA	P
MG_205281_bin_13	0.924552	SGB137	Gardnerella_vaginalis	North_America	AA	P
c8_bin_2	1.95632	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_1062101149_bin_4	2.94234	SGB137	Gardnerella_vaginalis	North_America	NA	P
EE2_bin_3	7.16227	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
EE2_bin_1	4.1003	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
b7_bin_1	2.41368	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_186847_bin_5	3.09745	SGB137	Gardnerella_vaginalis	North_America	H	P
MG_186847_bin_1	2.78663	SGB137	Gardnerella_vaginalis	North_America	H	P
MG_186911_bin_2	3.09745	SGB137	Gardnerella_vaginalis	North_America	H	P
JKR_P2_33_A05_S801_001-bin_1	1.28243	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0098A1	1.15761	SGB137	Gardnerella_vaginalis	North_America	AA	P
SRS024068_bin_2	2.54028	SGB137	Gardnerella_vaginalis	North_America	NA	N
SRS024068_bin_3	4.19997	SGB137	Gardnerella_vaginalis	North_America	NA	N
E7_bin_1	1.37986	SGB137	Gardnerella_vaginalis	North_America	AA	M
E4_1683_1263_1_BDMRSCQ7_1_S279-bin_1-SPLIT	2.33762	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
E4_1683_1263_1_BDMRSCQ1_S254-bin_1-SPLIT	2.30043	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
JKR_P1_69_E09_S741_001-bin_1	2.00822	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0011E4	0.989629	SGB137	Gardnerella_vaginalis	North_America	AA	P
E4_1683_1263_1_CBA3_S187-bin_1-SPLIT	2.27838	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_220502_bin_9	2.6143	SGB137	Gardnerella_vaginalis	North_America	AA	P
SRR6748216_bin_1	2.50805	SGB137	Gardnerella_vaginalis	North_America	H	P
SRS052859_bin_15	3.91011	SGB137	Gardnerella_vaginalis	North_America	NA	N
F1_1457_1080_3_CBA5_S253-bin_1-SPLIT	2.79555	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
02361821_bin_2	1.49234	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
SRR6748168_bin_1	1.08702	SGB137	Gardnerella_vaginalis	North_America	H	P
MG_205209_bin_7	1.77716	SGB137	Gardnerella_vaginalis	North_America	AA	P
MG_220638_bin_8	3.93656	SGB137	Gardnerella_vaginalis	North_America	AA	P
C6_bin_2	1.36496	SGB137	Gardnerella_vaginalis	North_America	AA	M
c2_bin_1	2.84057	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_186711_bin_2	3.10744	SGB137	Gardnerella_vaginalis	North_America	H	P
c1_bin_3	1.44562	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
0861_630_1_1_BHK10_S824-bin_1	2.63104	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
c9_bin_2	1.61637	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
d8_bin_1	1.43537	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
E1_1694_1273_1_CBA3_S122-bin_1-SPLIT	2.26378	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
C0003D1	1.13974	SGB137	Gardnerella_vaginalis	North_America	NA	P
MG_222845_bin_3	1.08269	SGB137	Gardnerella_vaginalis	North_America	AA	P
SRS017497_bin_7	2.38299	SGB137	Gardnerella_vaginalis	North_America	NA	N
SRS017497_bin_2	3.69409	SGB137	Gardnerella_vaginalis	North_America	NA	N
H4_bin_1	1.14419	SGB137	Gardnerella_vaginalis	North_America	AA	M
f10_bin_4	1.87432	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
AB5_bin_2	1.51872	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
MG_193970_bin_2	3.5622	SGB137	Gardnerella_vaginalis	North_America	AA	P
MG_222781_bin_1	2.0747	SGB137	Gardnerella_vaginalis	North_America	AA	P
E4_1683_1263_1_BDMRSCQ10_S128-bin_2-SPLIT	2.75126	SGB137	Gardnerella_vaginalis	South_Africa	Af	N
ERR2244520_bin_6	7.06202	SGB137	Gardnerella_vaginalis	China	As	N
SRR6747967_bin_5	2.5894	SGB015	Campylobacter_ureolyticus	North_America	Other	P
JKR_P2_11_C02_S779_001-bin_1	3.34751	SGB015	Campylobacter_ureolyticus	South_Africa	Af	N
JKR_P2_10_B02_S778_001-bin_1	3.34751	SGB015	Campylobacter_ureolyticus	South_Africa	Af	N
MG_199199_bin_42	3.70638	SGB015	Campylobacter_ureolyticus	North_America	AA	P
SRR6748212_bin_7	2.58115	SGB017	Corynebacterium_aurimucosum	North_America	Pac	P
BE10_bin_1	2.91421	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
MG_224458_bin_11	1.25875	SGB010	Sneathia_sanguinegens	North_America	H	P
Sneathia_sanguinegens_CCUG_41828T_S812-bin_1	0.0215742	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
BE1_bin_2	2.86795	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
BD8_bin_1	1.45076	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
AP11_bin_2	1.37488	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
MG_222476_bin_2	1.61637	SGB010	Sneathia_sanguinegens	North_America	AA	P
MG_205281_bin_14	2.39063	SGB010	Sneathia_sanguinegens	North_America	AA	P
AE8_bin_6	1.45076	SGB010	Sneathia_sanguinegens	South_Africa	Af	N
MG_205209_bin_1	1.43537	SGB010	Sneathia_sanguinegens	North_America	AA	P
JKR_12_29_17_A02_rep3_S861-bin_2	1.01459	SGB095	Cutibacterium_acnes	South_Africa	Af	N
SRS057344_bin_1	0.916565	SGB095	Cutibacterium_acnes	North_America	NA	N
C0009C1	0.0239895	SGB095	Cutibacterium_acnes	North_America	AA	P
JKR_12_29_17_A02_rep1_S849-bin_2	0.24636	SGB095	Cutibacterium_acnes	South_Africa	Af	N
E4_1683_1263_1_BDMRSCQ6_S127-bin_1-SPLIT	0.136596	SGB095	Cutibacterium_acnes	South_Africa	Af	N
JKR_12_29_17_A02_S681-bin_1	1.11761	SGB095	Cutibacterium_acnes	South_Africa	Af	N
C0009B1	0.0239895	SGB095	Cutibacterium_acnes	North_America	AA	P
JKR_12_29_17_A02_rep2_S855-bin_2	1.07405	SGB095	Cutibacterium_acnes	South_Africa	Af	N
JKR_12_29_17_D02_S684-bin_1	0.464278	SGB095	Cutibacterium_acnes	South_Africa	Af	N
0861_630_1_1_BHK4_S784-bin_1	5.58655	SGB097	Peptoniphilus_urinimassiliensis	South_Africa	Af	N
MG_185275_bin_40	3.09745	SGB091	uSGB	North_America	AA	P
MG_189598_bin_26	2.02137	SGB091	uSGB	North_America	AA	P
0795_578_1_1_CBA9_S900-bin_1	1.7359	SGB091	uSGB	South_Africa	Af	N
AD1_bin_2	3.13762	SGB091	uSGB	South_Africa	Af	N
MG_4008801269_bin_9	2.67335	SGB091	uSGB	North_America	NA	P
AO5_bin_2	4.78612	SGB091	uSGB	South_Africa	Af	N
0795_578_1_1_CBA12_S864-bin_1	1.83132	SGB091	uSGB	South_Africa	Af	N
AK1_bin_1	2.94234	SGB091	uSGB	South_Africa	Af	N
h6_bin_3	1.33059	SGB091	uSGB	South_Africa	Af	N
MG_177947_bin_1	1.94991	SGB091	uSGB	North_America	AA	P
MG_205281_bin_5	1.47665	SGB091	uSGB	North_America	AA	P
MG_205081_bin_11	2.17093	SGB091	uSGB	North_America	AA	P
JKR_P2_50_B07_S818_001-bin_2	3.13762	SGB091	uSGB	South_Africa	Af	N
MG_198301_bin_18	1.30638	SGB091	uSGB	North_America	AA	P
00510651_bin_8	1.39988	SGB091	uSGB	South_Africa	Af	N
MG_205209_bin_3	1.39988	SGB091	uSGB	North_America	AA	P
0795_578_1_1_BHK5_S907-bin_2	3.12752	SGB091	uSGB	South_Africa	Af	N
MG_198165_bin_12	1.80108	SGB091	uSGB	North_America	AA	P
j10_bin_3	2.33762	SGB091	uSGB	South_Africa	Af	N
JKR_P1_82_B11_S754_001-bin_1	1.70687	SGB091	uSGB	South_Africa	Af	N
AE7_bin_2	1.52404	SGB091	uSGB	South_Africa	Af	N
AF11_bin_3	1.06545	SGB091	uSGB	South_Africa	Af	N
MG_205819_bin_32	3.51567	SGB568	Slackia_exigua	North_America	AA	P
JKR_P2_17_A03_S785_001-bin_1	1.19383	SGB492	uSGB	South_Africa	Af	N
0795_578_1_1_LKV8_S441-bin_1	1.22141	SGB492	uSGB	South_Africa	Af	N
0795_578_1_1_LKV2_S434-bin_1	1.25405	SGB492	uSGB	South_Africa	Af	N
C0026C3	0.884936	SGB492	uSGB	North_America	AA	P
0795_578_1_1_LKV4_S455-bin_1	1.28243	SGB492	uSGB	South_Africa	Af	N
0795_578_1_1_LKV3_S448-bin_1	1.27293	SGB492	uSGB	South_Africa	Af	N
F3_1503_1114_2_MRS9_S219-bin_1-SPLIT	1.83132	SGB497	Actinomyces_urogenitalis	South_Africa	Af	N
0809_588_1_1_MRSIHK10_S796-bin_1	2.12234	SGB497	Actinomyces_urogenitalis	South_Africa	Af	N
0055_051_1_4_MRS7_S437-bin_1	2.03459	SGB497	Actinomyces_urogenitalis	South_Africa	Af	N
MG_205081_bin_22	2.10864	SGB417	Atopobium_deltae	North_America	AA	P
MG_4008501299_bin_36	0.737682	SGB417	Atopobium_deltae	North_America	NA	P
MG_199199_bin_16	0.819369	SGB417	Atopobium_deltae	North_America	AA	P
C0163D3	0.461146	SGB417	Atopobium_deltae	North_America	AA	P
C0163D4	0.464278	SGB417	Atopobium_deltae	North_America	AA	P
0809_588_1_1_MRS8_S829-bin_1	4.71738	SGB222	Anaerococcus_hydrogenalis	South_Africa	Af	N
0809_588_1_1_MRSIHK8_S782-bin_1	4.24367	SGB222	Anaerococcus_hydrogenalis	South_Africa	Af	N
E7_1841_1391_1_BDMRSCQ5_S179-bin_1-SPLIT	1.94991	SGB223	Prevotella_buccalis	South_Africa	Af	N
0756_546_1_1_LKV7_S428-bin_1	1.52936	SGB223	Prevotella_buccalis	South_Africa	Af	N
SMB_15_G02_H09_S840_001-bin_1	3.48125	SGB223	Prevotella_buccalis	South_Africa	Af	N
MG_185475_bin_21	1.39486	SGB223	Prevotella_buccalis	North_America	AA	P
E7_1841_1391_1_BDMRSCQ13_S177-bin_1-SPLIT	3.71871	SGB223	Prevotella_buccalis	South_Africa	Af	N
MG_205081_bin_26	3.39141	SGB223	Prevotella_buccalis	North_America	AA	P
JKR_P1_45_E06_S717_001-bin_1	0.83078	SGB223	Prevotella_buccalis	South_Africa	Af	N
SRS011111_bin_8	4.78612	SGB223	Prevotella_buccalis	North_America	NA	N
MG_4008501249_bin_19	5.67566	SGB223	Prevotella_buccalis	North_America	NA	P
E7_1841_1391_1_BDMRSCQ14_S176-bin_2-SPLIT	3.03826	SGB223	Prevotella_buccalis	South_Africa	Af	N
JKR_P1_43_C06_S715_001-bin_1	1.1984	SGB223	Prevotella_buccalis	South_Africa	Af	N
E7_1841_1391_1_BDMRSCQ10_S180-bin_1-SPLIT	3.43598	SGB223	Prevotella_buccalis	South_Africa	Af	N
0756_546_1_1_LKV3_S412-bin_1	1.54542	SGB223	Prevotella_buccalis	South_Africa	Af	N
E7_1841_1391_1_BDMRSCQ2_S178-bin_1-SPLIT	2.76006	SGB223	Prevotella_buccalis	South_Africa	Af	N
0756_546_1_1_LKV6_S420-bin_1	1.52936	SGB223	Prevotella_buccalis	South_Africa	Af	N
MG_226813_bin_21	2.33014	SGB148	Pseudoglutamicibacter_albus	North_America	W	P
MG_199199_bin_22	1.65552	SGB148	Pseudoglutamicibacter_albus	North_America	AA	P
JKR_P2_27_C04_S795_001-bin_3	4.60045	SGB435	Fannyhessea_vaginae	South_Africa	Af	N
MG_205819_bin_15	4.58408	SGB435	Fannyhessea_vaginae	North_America	AA	P
MG_198165_bin_5	6.13264	SGB435	Fannyhessea_vaginae	North_America	AA	P
MG_181711_bin_10	3.15792	SGB435	Fannyhessea_vaginae	North_America	AA	P
MG_205763_bin_18	4.47178	SGB435	Fannyhessea_vaginae	North_America	AA	P
JKR_P2_29_E04_S797_001-bin_1	4.51943	SGB435	Fannyhessea_vaginae	South_Africa	Af	N
MG_4008501249_bin_15	2.97077	SGB435	Fannyhessea_vaginae	North_America	NA	P
0950_701_1_1_Bru10_S819-bin_1	3.0875	SGB435	Fannyhessea_vaginae	South_Africa	Af	N
MG_198301_bin_48	2.94234	SGB435	Fannyhessea_vaginae	North_America	AA	P
MG_189662_bin_30	3.43598	SGB435	Fannyhessea_vaginae	North_America	AA	P
MG_189598_bin_27	3.74354	SGB435	Fannyhessea_vaginae	North_America	AA	P
SRS011111_bin_16	3.07758	SGB435	Fannyhessea_vaginae	North_America	NA	N
MG_4008501299_bin_5	2.98988	SGB435	Fannyhessea_vaginae	North_America	NA	P
MG_185275_bin_30	3.09745	SGB435	Fannyhessea_vaginae	North_America	AA	P
C0024D3	3.50415	SGB225	Anaerococcus_rubeinfantis	North_America	AA	P
MG_175836_bin_8	2.17093	SGB228	Pauljensenia_radingae	North_America	H	P
C0170B4	1.30157	SGB228	Pauljensenia_radingae	North_America	AA	P
C0170B5	1.17112	SGB228	Pauljensenia_radingae	North_America	AA	P
MG_4004001329_bin_63	0.351914	SGB330	Jonquetella_anthropi	North_America	NA	P
MG_205763_bin_45	2.84967	SGB331	Levyella_massiliensis	North_America	AA	P
MG_205819_bin_4	2.94234	SGB331	Levyella_massiliensis	North_America	AA	P
MG_175836_bin_7	2.10181	SGB331	Levyella_massiliensis	North_America	H	P
F4_1630_1235_1_MRS12_S197-bin_1-SPLIT	2.27107	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_4_MRS10_S444-bin_1	2.25651	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_1_MRS9_S801-bin_2	2.83151	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
MG_223527_bin_13	2.93293	SGB020	Lactobacillus_vaginalis	North_America	AA	P
0055_051_1_3_MRS3_S850-bin_1	2.36777	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
C0115B5	2.20623	SGB020	Lactobacillus_vaginalis	North_America	W	P
F4_1630_1235_1_MRS13_S205-bin_2-SPLIT	2.21335	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_3_MRS9_S779-bin_1	2.39063	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
MG_112861_bin_2	3.60949	SGB020	Lactobacillus_vaginalis	North_America	AA	P
0055_051_1_4_MRS5_S430-bin_1	2.24204	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0795_578_1_1_MRSI9_S903-bin_1	2.92355	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_2_MRS3_S770-bin_1	2.27107	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_1_MRS15_S841-bin_1	2.27107	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_3_MRS6_S858-bin_1	2.29306	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
E3_1733_1310_1_BDMRSCQ2_S137-bin_1-SPLIT	2.10864	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_3_MRS4_S398-bin_1	2.26378	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
0055_051_1_2_MRS2_S857-bin_1	2.24204	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
JKR_P1_91_C12_S763_001-bin_1	2.26378	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
C0161B4	2.83151	SGB020	Lactobacillus_vaginalis	North_America	AA	P
C0161B5	2.77775	SGB020	Lactobacillus_vaginalis	North_America	AA	P
0055_051_1_1_MRS2_S421-bin_1	2.22766	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
MG_213746_bin_2	4.01734	SGB020	Lactobacillus_vaginalis	North_America	AA	P
C0113B5	2.20623	SGB020	Lactobacillus_vaginalis	North_America	W	P
C0113B3	2.20623	SGB020	Lactobacillus_vaginalis	North_America	W	P
0055_051_1_2_MRS6_S778-bin_1	2.27107	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
E3_1733_1310_1_BDMRSCQ8_S160-bin_1-SPLIT	2.14305	SGB020	Lactobacillus_vaginalis	South_Africa	Af	N
C0160B2	2.77775	SGB020	Lactobacillus_vaginalis	North_America	AA	P
